region,category,subcategory,channel,revenue,units,profit
West,Groceries,Bakery,Mobile,1041.6,105,242.2
North,Sports,Team Sports,Mobile,8728.36,62,1729.83
South,Groceries,Produce,Online,40180.95,145,9362.47
East,Groceries,Bakery,Mobile,29516.92,172,11917.89
South,Groceries,Dairy,Mobile,15239.88,137,2762.83
East,Electronics,Phones,Mobile,757.38,2,46.13
South,Furniture,Bedroom,In-Store,3722.18,11,703.15
North,Groceries,Dairy,Mobile,1977.72,12,135.65
East,Clothing,Men,Online,7556.23,73,2944.46
West,Groceries,Dairy,In-Store,54780.72,124,14789.48
South,Furniture,Office,Mobile,19365.5,50,2685.88
West,Electronics,Accessories,In-Store,334.53,7,68.62
West,Electronics,Laptops,In-Store,29248.1,70,5429.88
North,Beauty,Haircare,Online,2567.72,46,918.65
South,Electronics,Laptops,Mobile,8904,24,2576.02
North,Groceries,Dairy,Online,35078.96,74,3896.23
South,Beauty,Haircare,In-Store,21566.64,92,9488.08
North,Furniture,Living Room,Mobile,61910.16,156,20704.16
East,Electronics,Tablets,In-Store,1617.6,20,220.63
West,Clothing,Kids,Mobile,31357.62,63,1809.76
East,Clothing,Men,Mobile,1149.54,14,477.31
North,Groceries,Bakery,In-Store,19660.2,70,6705.43
North,Clothing,Kids,In-Store,26242.92,99,5087.65
West,Furniture,Living Room,In-Store,19311.76,62,4994.73
South,Sports,Gym,Online,2000.96,32,686.15
South,Furniture,Living Room,In-Store,12843.6,88,3343.76
East,Beauty,Skincare,Mobile,35514.45,79,8992.74
East,Electronics,Laptops,Mobile,9098.23,109,880.92
East,Electronics,Laptops,Online,8463.4,20,3697.35
South,Groceries,Produce,In-Store,65540.12,166,29030.9
South,Beauty,Makeup,In-Store,30296.43,113,11786.08
West,Electronics,Tablets,Online,58708.48,142,15332.03
West,Electronics,Laptops,Mobile,4657.92,12,1683.66
South,Clothing,Kids,Mobile,16146.69,69,2814.43
South,Electronics,Tablets,In-Store,51897.51,113,5494.04
West,Groceries,Produce,Mobile,1413.36,26,633.78
West,Beauty,Haircare,Mobile,14385.96,89,5685.27
East,Clothing,Women,Mobile,20774.9,166,7232.16
East,Clothing,Kids,Online,16434.25,35,859.82
East,Furniture,Office,In-Store,66847.2,138,14851.57
North,Clothing,Kids,In-Store,2513.28,176,1036.71
South,Sports,Outdoor,Online,1262.24,196,371.22
East,Furniture,Office,In-Store,7104.02,154,1802.77
East,Electronics,Tablets,Mobile,23879.7,157,3476.54
East,Furniture,Living Room,Online,21239.6,116,7981.18
North,Groceries,Produce,Mobile,12928.73,149,4977.62
South,Electronics,Laptops,Mobile,12612.42,41,4521.87
South,Sports,Outdoor,Mobile,45719.8,140,3715.73
North,Groceries,Dairy,In-Store,26206.62,59,5104.04
North,Beauty,Skincare,In-Store,357.39,57,34.14
East,Furniture,Living Room,Online,27610.88,176,4486.49
East,Furniture,Office,In-Store,26321.16,86,1855.51
East,Furniture,Bedroom,Mobile,3894.99,37,1068.1
East,Clothing,Kids,Mobile,10568.4,120,2042.86
North,Sports,Gym,In-Store,20120.2,58,7559.74
South,Clothing,Men,Online,18940.53,133,4030.37
East,Groceries,Produce,Online,1899.16,158,741.83
South,Beauty,Haircare,In-Store,29377.6,80,9107.09
West,Electronics,Tablets,Mobile,9699.56,23,522.62
West,Beauty,Haircare,Mobile,21260.92,172,4895.37
North,Beauty,Haircare,Online,4365.4,65,867.06
South,Furniture,Office,Online,33009.83,101,7108.86
South,Furniture,Office,In-Store,68862.9,159,26661.27
East,Furniture,Living Room,Mobile,44690.8,154,12053.9
South,Clothing,Men,In-Store,76444.2,180,13012.16
East,Beauty,Haircare,In-Store,42963.39,159,12712.61
South,Beauty,Skincare,Online,980.73,3,375.95
South,Sports,Outdoor,Online,25721.85,131,4987.29
West,Sports,Gym,Online,3518.4,8,216.75
North,Electronics,Accessories,Mobile,3959.28,52,1058.69
South,Clothing,Women,In-Store,63213,190,4012.28
South,Beauty,Skincare,Mobile,168.86,1,11.22
South,Electronics,Tablets,Online,6418.2,38,590.58
South,Beauty,Makeup,In-Store,29958.4,64,6660.57
North,Electronics,Accessories,Mobile,76480.99,167,33369.8
West,Electronics,Phones,In-Store,27000.16,58,5741.45
East,Sports,Team Sports,Mobile,69692,140,15844.22
South,Electronics,Tablets,Online,11212.68,123,3720.14
West,Electronics,Tablets,In-Store,46678.04,113,8384.24
West,Beauty,Makeup,Mobile,52107.2,160,20128.83
North,Beauty,Makeup,Online,11468.76,93,5140.64
North,Electronics,Phones,Online,60488.96,157,22016.48
North,Groceries,Bakery,Online,37756.04,133,11865.81
North,Groceries,Dairy,In-Store,24619.54,94,5964.99
East,Furniture,Office,Mobile,50874.28,157,16855.87
East,Beauty,Skincare,Online,8706.66,186,941.53
North,Furniture,Living Room,Mobile,13771.77,57,4345.15
West,Furniture,Office,Online,46933.6,136,4393.3
North,Groceries,Bakery,Online,7945.8,190,2912.97
North,Electronics,Phones,Mobile,16266.34,82,2670.87
East,Electronics,Accessories,Mobile,43588.05,165,6232.66
South,Furniture,Office,Mobile,18691.78,89,6277.29
East,Electronics,Accessories,Mobile,30741.54,83,7889.9
West,Furniture,Living Room,In-Store,12432.02,41,1324.18
East,Beauty,Makeup,Online,20.52,4,6.74
North,Beauty,Makeup,Mobile,11951.94,77,2913.36
North,Groceries,Bakery,Online,38305.52,88,2075.78
East,Groceries,Bakery,Online,44710.64,169,4570.53
West,Clothing,Women,Mobile,39706.2,172,3192.3
West,Electronics,Phones,Mobile,11842.44,29,883.67
East,Beauty,Makeup,Mobile,35147.07,141,9690.19
East,Sports,Team Sports,Online,24778.2,183,5915.8
South,Furniture,Living Room,In-Store,54028.5,199,11529.24
North,Electronics,Phones,In-Store,2038.14,78,587.3
West,Beauty,Skincare,Mobile,55251.3,186,18911.94
South,Electronics,Laptops,Online,20328.1,190,9007.27
East,Clothing,Women,Online,6499.67,89,1108.89
North,Furniture,Living Room,Mobile,12570.46,98,4911.58
South,Beauty,Skincare,In-Store,3245.58,38,493.94
West,Clothing,Men,In-Store,49954.3,110,21867.93
North,Beauty,Haircare,Online,4663.02,93,1859.24
East,Beauty,Skincare,In-Store,21685.3,130,1826.63
West,Sports,Team Sports,Online,15417,108,888.84
West,Sports,Gym,In-Store,1441.6,20,647.37
North,Electronics,Tablets,Mobile,6883.44,29,409.65
South,Sports,Gym,In-Store,52034.7,174,19098.35
North,Sports,Gym,In-Store,1158.05,23,207.49
West,Beauty,Makeup,Online,32696.4,132,3324.54
North,Furniture,Living Room,Mobile,16296.44,106,7264.81
East,Sports,Outdoor,Online,17090.22,147,6339.32
East,Sports,Team Sports,Online,10142.96,38,1941.22
West,Sports,Outdoor,In-Store,53218,164,11207.79
North,Beauty,Haircare,In-Store,9827.4,132,1581.88
South,Sports,Team Sports,Mobile,7127.79,59,1659.63
South,Beauty,Makeup,Mobile,20508.18,161,4778.11
North,Beauty,Skincare,Mobile,75026.4,172,11132.27
East,Beauty,Makeup,Online,8226.43,29,3382.45
West,Electronics,Accessories,In-Store,66.32,2,7.58
North,Groceries,Dairy,Mobile,40338.24,96,15112.05
South,Groceries,Bakery,Mobile,50.3,2,16.35
West,Furniture,Bedroom,Online,24181.68,57,1856.19
East,Electronics,Tablets,In-Store,5039.16,42,1444.58
West,Beauty,Skincare,Online,1939.28,8,821.24
South,Sports,Outdoor,Online,39035.73,183,6830.35
North,Sports,Outdoor,In-Store,2836.2,58,1110.84
North,Furniture,Bedroom,Mobile,16884.78,66,2229.27
North,Furniture,Bedroom,Online,24469.83,99,5249.5
East,Sports,Outdoor,Online,2732.94,21,1071.46
West,Clothing,Women,In-Store,32677.2,87,10774.65
East,Furniture,Bedroom,In-Store,55399.08,132,3512.05
North,Clothing,Women,In-Store,10107.45,27,1329.91
East,Furniture,Bedroom,In-Store,21153.86,59,2679.09
South,Sports,Outdoor,Mobile,17356.63,47,5076.13
North,Electronics,Laptops,In-Store,21794.69,61,4752.22
East,Beauty,Makeup,Online,27628.8,60,2864.41
West,Sports,Gym,Online,1019.16,4,166.82
North,Clothing,Men,In-Store,29072.11,191,4280.07
South,Clothing,Kids,In-Store,24435.36,142,8164.12
East,Clothing,Men,In-Store,20666.87,133,6316.12
South,Electronics,Accessories,In-Store,79411.8,195,35368.55
West,Groceries,Bakery,Online,71062.92,162,4653.15
North,Sports,Gym,Mobile,43684.56,129,10808.34
South,Clothing,Kids,Online,14300.61,31,5114.55
South,Groceries,Produce,Mobile,14165,125,3618.31
South,Furniture,Bedroom,Mobile,12976.78,34,1258.37
South,Beauty,Skincare,Online,1085.76,32,301.92
West,Beauty,Makeup,In-Store,3377.92,7,1425.98
West,Sports,Gym,Online,26232.24,116,11284.65
East,Groceries,Bakery,In-Store,2700.5,22,984.33
East,Clothing,Kids,In-Store,6413.94,18,632.13
South,Clothing,Men,Online,20005.49,83,4539.19
West,Clothing,Kids,Mobile,14835.52,74,788.04
South,Beauty,Haircare,In-Store,31324.32,108,4666.74
North,Clothing,Men,Mobile,21087.75,155,6914.98
West,Beauty,Haircare,Online,22237.74,159,3220.8
West,Furniture,Office,In-Store,37692.75,145,11719.43
East,Clothing,Men,Online,5937.44,172,689.28
West,Furniture,Living Room,In-Store,7370.88,24,786.34
West,Sports,Team Sports,Online,18763.2,60,3854.02
East,Beauty,Makeup,In-Store,43126.82,121,11989.59
South,Groceries,Bakery,Online,1313.7,6,181.9
East,Electronics,Phones,Online,2455.02,18,791.03
East,Groceries,Produce,Mobile,20061.76,142,6578.23
North,Furniture,Office,Mobile,6910.53,43,1384.89
East,Sports,Gym,Online,55055.19,157,18509.5
East,Beauty,Haircare,Online,20407.04,128,2868.57
East,Electronics,Phones,Online,295.8,20,47.65
East,Electronics,Accessories,In-Store,11544.78,26,3732.11
South,Beauty,Haircare,Online,6965.76,96,366.31
South,Clothing,Women,Mobile,15226.24,64,5173.33
East,Furniture,Living Room,Online,12730.08,33,4786.02
South,Sports,Outdoor,Mobile,1412.18,131,109.24
South,Electronics,Accessories,In-Store,6761.99,73,591.25
South,Beauty,Makeup,Mobile,69629.48,164,10295.35
North,Sports,Outdoor,Mobile,10690.56,36,2872.18
South,Furniture,Bedroom,In-Store,27959.96,122,9446.05
South,Groceries,Dairy,In-Store,53594.03,119,19605.87
West,Electronics,Tablets,In-Store,25548,150,10170.05
West,Sports,Outdoor,In-Store,14496.23,193,4189.36
East,Electronics,Tablets,Mobile,5365.08,28,1692.66
West,Beauty,Haircare,Online,56357.97,181,10979.84
North,Sports,Outdoor,In-Store,214.24,2,84.47
North,Beauty,Skincare,Online,11631.96,36,2123.18
South,Beauty,Haircare,In-Store,1052.48,176,284.13
South,Electronics,Accessories,Online,9646.28,94,3638.19
West,Clothing,Men,Online,164.56,4,59.54
West,Beauty,Haircare,Online,15646.82,146,3961.15
South,Groceries,Dairy,Mobile,9195.12,172,3647.97
South,Groceries,Produce,Online,12840.04,58,1845.21
East,Furniture,Living Room,Online,739.48,139,246.1
South,Furniture,Bedroom,In-Store,20252,166,6160.12
South,Electronics,Tablets,Online,3061.8,15,539.19
North,Clothing,Men,In-Store,12422.4,160,4589.9
West,Sports,Outdoor,Mobile,51041.5,185,2894.37
West,Groceries,Produce,Online,22689.81,123,3052.3
West,Sports,Team Sports,Mobile,32937.45,105,9815.65
East,Sports,Gym,Mobile,3576.96,96,895.61
East,Furniture,Living Room,In-Store,16536.58,34,1073.62
East,Groceries,Produce,Mobile,29815.79,127,6169.32
East,Clothing,Women,Online,8399.6,40,2122.22
South,Beauty,Skincare,In-Store,1237.11,21,192.78
South,Electronics,Laptops,Mobile,957.18,2,418
North,Furniture,Office,In-Store,4773.18,114,1458.1
East,Groceries,Produce,Online,20861.04,102,8728.97
West,Groceries,Produce,In-Store,75578.16,168,33173.14
North,Furniture,Living Room,In-Store,56039.4,180,19902.57
South,Beauty,Haircare,Mobile,35165.13,77,5601.02
North,Furniture,Bedroom,In-Store,25095.66,129,2209.86
West,Furniture,Living Room,Mobile,1612.62,17,695.51
South,Clothing,Men,Online,28805.04,66,6424.13
West,Groceries,Bakery,In-Store,2256.76,46,320.39
North,Sports,Outdoor,Mobile,22349.6,112,4522.76
East,Furniture,Living Room,In-Store,1932,28,268.4
West,Furniture,Living Room,Online,53456.76,108,8428.24
West,Electronics,Laptops,Online,36420.54,78,7300.39
East,Clothing,Kids,In-Store,2832.12,9,695.66
East,Groceries,Bakery,In-Store,13880.56,31,2844.57
North,Clothing,Kids,In-Store,25677.3,155,7795.31
East,Beauty,Haircare,In-Store,6856.54,131,2048.1
East,Sports,Gym,Online,7985.25,63,2632.19
East,Groceries,Dairy,Online,53775.4,142,12919.29
North,Groceries,Produce,In-Store,45484.02,142,16520.23
South,Beauty,Haircare,Mobile,76683.7,166,13815.28
North,Electronics,Tablets,In-Store,16259.76,72,5991.35
North,Sports,Gym,Mobile,5991.48,102,1279.56
West,Beauty,Makeup,Mobile,10353.42,22,4181.92
South,Clothing,Women,Mobile,2113.1,11,844.25
West,Beauty,Haircare,In-Store,25037.6,70,1763.51
South,Sports,Team Sports,Mobile,62274.12,158,11183.61
North,Clothing,Kids,Online,23636.02,101,7037.73
East,Sports,Team Sports,Mobile,37405.44,191,4818.71
South,Beauty,Makeup,Online,18459.84,41,6550.77
East,Beauty,Makeup,Online,7692.25,145,1991.23
North,Groceries,Produce,In-Store,3299.1,30,497.38
South,Groceries,Bakery,In-Store,39766.23,141,5947.91
West,Groceries,Bakery,Mobile,10061.07,57,3411.95
West,Clothing,Men,In-Store,18740.7,110,7880.11
West,Beauty,Haircare,In-Store,15402.98,131,4525.19
West,Clothing,Women,Online,4830.84,42,1101.61
South,Groceries,Produce,In-Store,16571.8,89,6147.79
North,Groceries,Bakery,In-Store,71735.43,169,22148.12
North,Clothing,Kids,In-Store,10334.33,83,3784.03
West,Groceries,Produce,Mobile,32962.08,129,2739.65
North,Beauty,Haircare,In-Store,89442.1,187,23907.1
North,Clothing,Women,In-Store,15855,50,4525.57
East,Groceries,Produce,In-Store,4202.51,13,1582.2
South,Groceries,Produce,Online,15689,145,6561.64
East,Groceries,Bakery,In-Store,16200.68,43,6672.19
North,Sports,Outdoor,Mobile,1743.84,12,765.11
North,Electronics,Phones,In-Store,1501.36,4,372.5
West,Beauty,Skincare,Online,5618.9,70,727.93
South,Groceries,Bakery,Online,62128.44,174,5256.1
East,Electronics,Tablets,In-Store,5245.38,161,614.07
North,Furniture,Bedroom,In-Store,293.56,4,20.62
East,Groceries,Produce,Mobile,6312.24,72,2787
East,Electronics,Laptops,Mobile,3205.98,27,340.98
West,Electronics,Tablets,Online,20050.47,157,2881.94
North,Sports,Gym,In-Store,15820.14,49,5561.71
West,Beauty,Haircare,Online,42226.56,96,11865.02
West,Clothing,Women,In-Store,83963,170,13911.04
North,Beauty,Haircare,Mobile,714.88,2,254.8
South,Clothing,Women,In-Store,27328.5,90,10442.86
South,Furniture,Office,In-Store,22757.3,89,4960.27
North,Groceries,Produce,Mobile,1966.27,23,883.34
North,Furniture,Bedroom,Online,55786.65,141,24922.81
South,Electronics,Accessories,Mobile,39138.32,104,5344.96
North,Beauty,Haircare,In-Store,74677.05,151,32000.14
South,Electronics,Accessories,In-Store,45816.75,175,11492.23
South,Beauty,Haircare,Mobile,4982.5,10,1861.1
North,Beauty,Skincare,Online,40687.06,103,16649.39
West,Sports,Gym,Online,49818.98,158,5715.04
South,Electronics,Tablets,In-Store,40694.4,96,13403.97
South,Sports,Outdoor,Mobile,54208.5,142,23600.43
East,Electronics,Tablets,Mobile,1293.6,196,134.48
West,Groceries,Dairy,Online,10531.52,32,4258.32
West,Clothing,Women,Online,4007.68,32,1506.1
East,Groceries,Dairy,Online,25142.25,75,4365.17
East,Clothing,Kids,Mobile,37193.01,177,14524.13
West,Electronics,Tablets,In-Store,8091.04,122,2857.76
West,Clothing,Kids,Online,71574.66,186,17503.65
East,Electronics,Tablets,Online,40650.48,117,7603.59
West,Furniture,Office,Online,18417.9,146,1890.95
North,Sports,Team Sports,Mobile,1409.4,174,441.96
South,Beauty,Skincare,In-Store,59875.26,186,18261.93
East,Electronics,Phones,Mobile,24127.5,125,5643.69
South,Beauty,Makeup,Online,28190.7,135,12025.61
East,Sports,Outdoor,Online,11478.78,27,3106.12
West,Sports,Gym,Online,23196.5,50,10423.2
West,Electronics,Accessories,Online,41568.12,132,12962.91
East,Beauty,Makeup,In-Store,965.6,142,142.63
South,Electronics,Tablets,Online,910.14,6,169.7
East,Clothing,Men,In-Store,40911.57,147,10352.14
East,Groceries,Produce,Mobile,52870.98,146,5217.97
East,Electronics,Tablets,In-Store,87393.6,180,22365.34
South,Furniture,Office,Mobile,8197,70,2280.65
South,Furniture,Living Room,In-Store,6594.44,164,2609.66
North,Clothing,Men,Online,9660.84,124,2918.54
South,Groceries,Dairy,In-Store,43674.8,185,18254.23
East,Groceries,Produce,Mobile,58460.02,167,24281.02
East,Electronics,Accessories,In-Store,47492.39,109,16289.7
North,Electronics,Laptops,Mobile,62360.08,136,3391.99
South,Groceries,Bakery,Online,31870.98,114,11587.32
East,Electronics,Accessories,Online,28530.59,187,1479.99
South,Clothing,Kids,Online,5793.58,13,2001.07
East,Groceries,Dairy,Online,10360,32,4356.56
North,Beauty,Skincare,Online,6271.25,25,974.72
North,Beauty,Makeup,Mobile,34874.84,182,7676.38
West,Clothing,Men,In-Store,67462.8,136,5752.78
West,Groceries,Produce,Mobile,19641.54,129,8387.92
East,Beauty,Skincare,In-Store,27164.88,174,8264.38
West,Furniture,Office,Mobile,44085.47,143,4663.58
South,Furniture,Bedroom,Mobile,31124.8,140,5133.1
South,Beauty,Haircare,In-Store,9660.2,22,1966.06
West,Groceries,Produce,Mobile,25832.73,159,7396.55
West,Sports,Team Sports,Mobile,26316.51,187,3873.76
East,Sports,Gym,Mobile,1744.89,7,577.8
East,Furniture,Bedroom,Mobile,10281.72,141,3814.21
South,Sports,Gym,Mobile,9648.76,44,2958.43
North,Sports,Outdoor,Mobile,14398.56,144,5339.74
North,Clothing,Women,In-Store,18969.78,183,7555.07
North,Beauty,Haircare,Mobile,4346.54,11,1314.64
South,Furniture,Office,In-Store,34977,75,8953.36
East,Sports,Outdoor,Online,29193.3,199,5226.19
East,Furniture,Office,In-Store,25383.62,67,6695.47
North,Clothing,Men,Mobile,11261.88,63,4314.5
West,Sports,Team Sports,Mobile,4521.72,12,1396.02
South,Clothing,Kids,Online,14998.55,35,2300.12
West,Sports,Gym,Online,49781.1,102,4425.51
West,Furniture,Office,In-Store,6683.04,136,1590.96
North,Furniture,Living Room,Online,50047.11,107,5199.43
West,Electronics,Laptops,Online,43173.76,112,19339.59
North,Furniture,Office,Mobile,657.39,3,88.25
South,Clothing,Women,In-Store,15134.56,112,6350.34
West,Electronics,Accessories,Mobile,1744.64,4,252.44
East,Electronics,Tablets,Mobile,22087.56,132,8238.31
West,Groceries,Dairy,Mobile,57752.5,130,24252.56
West,Sports,Team Sports,In-Store,53192.7,162,21313.17
West,Clothing,Women,In-Store,54179.81,167,23887.02
East,Electronics,Tablets,Mobile,57127.1,145,25346.65
South,Electronics,Laptops,Online,12422.94,62,4969.38
South,Groceries,Produce,Mobile,40442.82,87,5181.13
West,Electronics,Tablets,Mobile,7462.81,23,1015.81
East,Furniture,Office,Mobile,2011.37,197,158.37
South,Electronics,Tablets,Online,8431.28,26,1472.61
East,Beauty,Haircare,Mobile,11131.02,81,4835.58
South,Clothing,Men,Online,77294.67,159,32318.65
East,Beauty,Haircare,Mobile,21532.7,95,7260.37
East,Clothing,Women,Mobile,12625.12,38,4876.16
South,Clothing,Women,Online,72104.08,149,8999.05
West,Clothing,Women,In-Store,1926.22,37,199.33
South,Groceries,Bakery,In-Store,16997.1,53,4567.15
East,Clothing,Kids,Mobile,37452.98,178,12367.18
East,Sports,Gym,Mobile,63842.03,149,27490.78
North,Furniture,Office,In-Store,60049.92,168,21521.92
West,Beauty,Makeup,In-Store,13921.05,59,4624.88
East,Electronics,Accessories,Online,17989.91,43,2500.72
East,Clothing,Men,In-Store,20856.29,169,7147.64
West,Furniture,Living Room,Mobile,48557.6,184,7125.22
East,Sports,Team Sports,Online,59257.5,125,16024.74
South,Furniture,Office,Mobile,21501.92,88,6093.02
South,Furniture,Living Room,Mobile,6036.32,124,1421.03
South,Sports,Team Sports,Online,43949.28,158,2600.24
South,Beauty,Skincare,Mobile,43496.18,91,3903
South,Electronics,Tablets,Mobile,8638.02,37,1698.52
South,Sports,Gym,Online,24072.18,66,1802.11
West,Sports,Team Sports,Online,12891.67,163,3743.01
West,Electronics,Accessories,In-Store,59005.9,137,12967.1
East,Sports,Gym,In-Store,61396.32,148,25835.01
South,Electronics,Phones,Online,4338.91,17,1232.11
West,Furniture,Office,Online,38596.98,114,14352.83
South,Clothing,Women,Online,38946.61,101,12600.56
South,Sports,Outdoor,Mobile,10388.1,155,1607.38
South,Electronics,Phones,Online,40327.91,119,10367.95
East,Electronics,Laptops,Mobile,1591.2,15,454.4
East,Groceries,Dairy,Online,38388.71,109,7153.71
East,Clothing,Women,In-Store,41758.08,112,9568.69
North,Electronics,Phones,Mobile,34391.88,166,12463.49
East,Electronics,Phones,Online,10588.74,23,1415.59
North,Beauty,Skincare,Online,18110.7,45,5714.49
East,Electronics,Laptops,Online,35724,75,8360.39
West,Electronics,Laptops,Online,71185.24,196,19806.27
East,Sports,Team Sports,Mobile,25950.62,122,2463.72
West,Furniture,Living Room,Online,26500.5,54,4331.33
West,Furniture,Office,In-Store,10867.5,105,3243.42
East,Groceries,Produce,In-Store,9819.31,53,2617.65
South,Groceries,Dairy,Online,58496.1,130,4934.19
North,Sports,Outdoor,Online,16254.1,74,2131.07
