age_group,gender,region,diet_type,bmi,sleep_hours,health_score
18-24,Male,Southwest,Omnivore,33.26,7.57,97.7
35-44,Female,Southwest,Vegetarian,30.16,7.25,74.64
45-54,Female,Southwest,Vegan,29.07,9.02,56.32
25-34,Male,Southeast,Keto,37.9,9.5,67.17
55+,Female,Northeast,Keto,30.99,8.87,64.62
35-44,Female,Southwest,Vegan,19.51,4.72,81.03
45-54,Female,Southwest,Keto,31.34,4.88,50.91
35-44,Male,West,Vegan,23.86,9.85,76.44
45-54,Female,West,Vegetarian,35.19,8.43,83.27
18-24,Female,Southeast,Keto,29.13,6.85,83.05
45-54,Male,Northeast,Vegan,23.46,8.26,97.52
55+,Male,Northeast,Keto,21.69,8.71,52.3
55+,Female,Southwest,Omnivore,18.55,7.67,33.78
55+,Male,Southeast,Omnivore,25.63,5.39,97.93
45-54,Male,Southwest,Keto,21.34,8.83,92.11
45-54,Male,Southeast,Keto,26.71,8.92,50.75
55+,Female,Northeast,Vegetarian,16.91,4.15,61.14
18-24,Male,Southwest,Keto,39.08,5.95,61.09
35-44,Male,Southeast,Vegetarian,29.3,6.13,75.68
25-34,Female,Southwest,Vegetarian,40.58,5.79,97.79
18-24,Male,Southwest,Keto,17.2,9.25,83.4
55+,Female,Southeast,Keto,31.64,6.51,32.88
45-54,Female,Northeast,Keto,35.03,6.91,47.36
35-44,Female,West,Vegetarian,20.28,7.23,39.7
25-34,Female,Southeast,Omnivore,16.07,4.11,76.92
55+,Female,Southeast,Vegan,22.13,6.21,97.64
35-44,Male,Midwest,Keto,31.09,9.43,87.04
25-34,Male,Southeast,Vegan,39.04,5.99,50.54
18-24,Male,Southwest,Vegetarian,27.89,7.35,39.72
55+,Male,Southwest,Vegetarian,25.24,9.8,35.51
35-44,Male,Northeast,Keto,30.49,6.34,86.73
25-34,Female,Northeast,Keto,34.91,8.08,84.49
45-54,Male,Southeast,Vegetarian,27.66,5.64,32.16
35-44,Male,Southwest,Keto,41.17,7.31,78.18
55+,Female,Southeast,Vegan,30.8,4.67,66.01
18-24,Male,Northeast,Keto,17.47,7.72,41.54
45-54,Female,Northeast,Vegetarian,37.88,7.38,68.07
25-34,Female,Northeast,Omnivore,40.31,7.78,58.73
25-34,Female,Southwest,Vegetarian,24.55,9.12,74.74
18-24,Female,Midwest,Vegan,17.04,9.38,65.15
18-24,Male,West,Vegetarian,35.31,7.74,39.71
35-44,Male,West,Vegetarian,39.49,6.15,75.61
25-34,Female,Midwest,Vegan,34.38,5.3,56.84
35-44,Male,Southwest,Omnivore,19.83,8.71,82.79
35-44,Female,Midwest,Keto,41.35,7.76,52.93
55+,Male,West,Vegan,28.59,8.89,37.08
45-54,Female,West,Vegetarian,26.72,6.78,81.21
18-24,Female,Southwest,Vegan,18.94,4.74,40.27
45-54,Male,West,Keto,38.15,4.28,59.98
25-34,Female,Southwest,Vegetarian,19.95,4.87,78.1
35-44,Male,Southeast,Vegan,34.52,9.18,77.28
55+,Male,Southwest,Vegetarian,40.61,4.89,79.17
35-44,Female,Midwest,Omnivore,31.5,6.76,72.14
45-54,Female,Midwest,Vegan,37.44,7.6,32.36
45-54,Male,Midwest,Omnivore,35.72,5.47,31.63
35-44,Female,Northeast,Omnivore,28.23,9.2,53.58
18-24,Female,Southeast,Vegetarian,32.46,9.85,92.68
18-24,Female,West,Omnivore,22.52,4.36,58.84
25-34,Female,Northeast,Keto,20.52,4.99,62.73
35-44,Female,Southwest,Keto,25.56,7.93,37.29
45-54,Male,Southeast,Vegetarian,41.57,5.52,63.91
25-34,Female,Southwest,Vegetarian,32.89,5.8,46.48
18-24,Female,West,Omnivore,29.04,9.21,59.31
55+,Female,Southeast,Vegan,28.36,7.72,80.76
35-44,Male,Southeast,Omnivore,19.8,4.93,89.81
25-34,Female,Southwest,Omnivore,27.86,7.78,45.71
35-44,Female,Southwest,Omnivore,34.29,8.21,73.55
55+,Male,Northeast,Vegan,38.86,4.98,66.99
55+,Male,Southeast,Keto,29.94,4.81,99.23
35-44,Female,Northeast,Keto,36.64,4.07,30.38
45-54,Male,Southwest,Omnivore,33.29,5.02,56.83
45-54,Male,Northeast,Vegan,21.58,9.52,49.41
45-54,Male,West,Vegetarian,32.48,8.53,74.07
18-24,Female,Southeast,Vegan,19.16,6.77,84.25
18-24,Male,West,Vegetarian,37.68,6.85,38.48
45-54,Female,Southwest,Keto,27.13,8.96,42.35
45-54,Female,Northeast,Keto,24.3,7.45,80.97
35-44,Female,Northeast,Vegetarian,30,8.47,94.73
45-54,Female,Southeast,Vegan,31.27,6.64,42.12
55+,Female,Midwest,Keto,30.16,9.79,36.68
45-54,Female,Southwest,Keto,31.63,5.89,33.81
18-24,Female,Northeast,Omnivore,32.76,5.48,62.23
55+,Male,Southeast,Vegetarian,37.3,7.74,86.37
35-44,Female,Midwest,Omnivore,17.34,8.4,86.86
25-34,Male,Northeast,Omnivore,19.47,9.61,54.03
25-34,Female,Southeast,Vegan,32.13,9.26,73.05
55+,Female,Southeast,Keto,28.74,5.61,73.9
25-34,Male,Southeast,Vegetarian,27.2,5.56,85.54
25-34,Male,Southwest,Vegan,22.82,9.55,41.48
55+,Female,Northeast,Vegan,16.49,4.63,48.42
55+,Male,Southeast,Vegetarian,22.37,9.59,46.11
35-44,Male,Southwest,Omnivore,24.01,7.45,89.53
45-54,Male,Midwest,Keto,39.85,8.54,30.1
45-54,Male,West,Vegetarian,29.39,9.06,80.95
35-44,Female,Southeast,Omnivore,20.05,7.33,64.18
55+,Female,Midwest,Omnivore,17.26,7.06,31.6
35-44,Female,Midwest,Keto,33.78,7.9,56.46
55+,Male,Northeast,Keto,25.9,7.08,39.16
18-24,Female,Southeast,Vegetarian,19.43,5.58,78.24
35-44,Male,Midwest,Keto,25.33,8.59,85.36
35-44,Male,Northeast,Vegan,23.83,4.72,43.56
25-34,Female,Midwest,Keto,34.25,8.3,72.12
25-34,Female,Midwest,Vegetarian,34.07,9.58,31.59
45-54,Male,Northeast,Omnivore,29.2,7.5,39.52
25-34,Female,West,Omnivore,38.12,4.43,44.29
25-34,Male,West,Vegan,25.01,6.9,64.75
45-54,Female,Southwest,Keto,26.66,6.32,34.12
35-44,Female,West,Vegan,21.43,4.54,93.53
55+,Male,Southwest,Vegan,26.18,6.79,79.5
25-34,Male,Northeast,Vegan,39.15,7.66,79.47
35-44,Female,Southeast,Omnivore,31.73,6.22,91.48
55+,Female,Southeast,Omnivore,39.47,9.74,43.6
18-24,Male,West,Keto,29.6,6.43,30.67
25-34,Male,Southwest,Vegan,26.58,9.05,92.45
18-24,Female,Northeast,Vegetarian,17.35,8.15,88.18
35-44,Male,Southeast,Vegan,29.09,9.29,34.88
18-24,Male,Midwest,Omnivore,23.75,8.59,81.07
35-44,Female,Southwest,Omnivore,36.72,7.89,82.4
45-54,Female,Southeast,Vegan,30.42,8.29,46.78
35-44,Male,Northeast,Omnivore,21.56,9.96,64.73
45-54,Female,Southeast,Omnivore,32.57,8.65,49.87
35-44,Female,Southeast,Vegan,35.32,5.77,75.98
55+,Male,Northeast,Keto,20.57,4.82,69.15
18-24,Female,Northeast,Vegan,32.85,6.34,70.76
55+,Female,Southeast,Vegetarian,21.83,6.17,79.21
35-44,Female,Southeast,Omnivore,17.89,4.13,93.99
25-34,Female,West,Vegan,25.89,6.02,37.21
55+,Male,Southwest,Vegan,39.02,8.62,31.22
55+,Female,Southwest,Keto,34.16,9.35,69.38
35-44,Female,Midwest,Keto,33.44,8.99,94.31
55+,Male,Midwest,Keto,26.9,4.19,83.59
45-54,Male,Southwest,Vegetarian,33.02,5.65,54.76
55+,Female,West,Keto,37.07,7.11,36.17
45-54,Female,Southeast,Omnivore,30.13,7.39,67.41
18-24,Male,Southwest,Keto,27.23,5.64,61.04
45-54,Male,Southwest,Keto,24.71,8.86,70.38
45-54,Female,Southeast,Vegan,40.02,7.6,63.89
35-44,Female,Northeast,Vegetarian,31.21,4.17,72.48
45-54,Female,Midwest,Keto,31.1,9.49,47.35
45-54,Male,Northeast,Keto,17.32,6.81,66.01
45-54,Female,Southwest,Omnivore,41.95,5.73,94.42
55+,Female,Northeast,Keto,29.46,5.47,79.06
45-54,Male,Southwest,Omnivore,35.02,9.04,72.29
55+,Female,Southwest,Omnivore,28.39,7.93,57.13
45-54,Female,Southwest,Vegan,30.17,5.37,30.51
25-34,Female,West,Vegetarian,29.37,7.09,60.99
18-24,Female,West,Keto,35.48,7.58,75.9
25-34,Male,West,Vegan,17.87,4.8,65.45
55+,Male,Midwest,Keto,17.12,5.42,58.99
45-54,Male,Midwest,Keto,25.5,9.73,55.69
18-24,Male,Midwest,Omnivore,38.44,4.33,57.13
25-34,Female,Southwest,Keto,22.48,5.35,64.45
35-44,Female,Southwest,Keto,29.42,8.49,80.16
18-24,Female,West,Vegetarian,27.18,8.62,41.63
35-44,Male,Northeast,Vegetarian,22.12,5.18,41.19
35-44,Male,Southwest,Keto,18.86,6.4,74.91
25-34,Female,West,Omnivore,37.03,8.45,83.86
25-34,Female,Midwest,Keto,20.15,9.65,81.25
35-44,Female,West,Vegan,29.77,6.25,36.95
45-54,Female,Northeast,Vegan,17.64,8.53,66.29
35-44,Male,Southwest,Vegetarian,34,7.84,68.45
55+,Female,Southwest,Vegan,16.53,5.66,64.53
35-44,Female,Midwest,Omnivore,30.39,4.92,94.2
55+,Female,Southeast,Omnivore,24.12,9.05,94.14
55+,Female,Midwest,Vegetarian,32.29,7.75,64.92
18-24,Male,Southeast,Vegetarian,41.34,5.3,58.09
55+,Male,Southwest,Vegetarian,27.13,8,83.48
45-54,Male,Midwest,Keto,38.57,6.26,85.52
45-54,Male,Southwest,Vegan,21.92,9.97,81.7
35-44,Male,Southeast,Omnivore,30.95,8.55,73.4
18-24,Male,Southwest,Vegetarian,17.13,7.05,82.68
25-34,Male,West,Omnivore,41.83,4.06,48.99
45-54,Female,Southeast,Vegan,35.77,5.43,35.38
35-44,Female,Southwest,Vegetarian,34.31,5.62,89.39
55+,Male,West,Vegan,17.74,6.58,97.23
18-24,Female,Southwest,Vegetarian,30.4,7.31,37.37
18-24,Female,Northeast,Vegan,17.88,4.99,84.12
35-44,Female,Southeast,Keto,38.45,7.07,33.03
45-54,Female,Northeast,Keto,34.41,8,64.32
25-34,Female,Southeast,Omnivore,41.54,4.33,98.51
18-24,Female,Northeast,Vegan,19.72,5.69,48.32
18-24,Male,Midwest,Keto,18.01,8.45,63.95
45-54,Male,Midwest,Keto,32.69,7.7,79.15
45-54,Male,Southwest,Vegetarian,29.73,8.14,39.13
18-24,Female,Southwest,Vegetarian,33.54,5.94,67.64
45-54,Female,Northeast,Vegan,39.2,4.4,62.46
55+,Male,West,Vegan,40.46,4.02,34.67
18-24,Male,Southwest,Keto,35.25,7.4,54.87
35-44,Male,West,Omnivore,40.59,9.95,45.46
18-24,Female,Southeast,Vegan,22.73,7.26,47.43
45-54,Female,Southeast,Keto,30.01,6.06,92.61
45-54,Male,Midwest,Keto,24.58,7.7,95.2
55+,Female,Southeast,Keto,31.15,7.33,90.4
35-44,Female,Northeast,Keto,26.17,4.83,81.26
25-34,Female,Northeast,Keto,34.65,8.68,44.45
35-44,Male,West,Vegan,21.18,7.28,93.49
45-54,Female,West,Omnivore,35.29,7.08,39.98
25-34,Male,Southeast,Omnivore,21.97,8.86,84.62
55+,Female,West,Vegan,40.2,6.09,87.26
55+,Female,Southeast,Keto,29.08,7.46,92.25
55+,Female,Northeast,Vegan,33.08,7.66,80.21
55+,Female,Southeast,Vegan,36.77,9.53,75.93
18-24,Female,West,Keto,19.24,5.32,52.08
55+,Female,Midwest,Keto,31.24,5.53,68.89
25-34,Female,Southwest,Vegetarian,40.52,8.31,44.89
55+,Male,Northeast,Vegetarian,23.65,4.85,49.05
25-34,Female,Northeast,Keto,16.5,9.62,80.92
25-34,Female,Southwest,Keto,22.31,7.01,65.27
35-44,Male,Southwest,Omnivore,21.83,9.56,70.48
35-44,Male,Southeast,Vegan,40.3,6.68,48.87
45-54,Male,West,Vegetarian,38.4,6.16,47.66
45-54,Female,Southeast,Vegan,37.2,5.89,85.12
25-34,Female,West,Keto,28.14,8.31,45.44
18-24,Male,Southwest,Keto,29.04,7.06,87.29
45-54,Female,Midwest,Omnivore,39.3,7.32,58.2
55+,Female,Midwest,Keto,20.21,9.84,35.8
45-54,Male,Southwest,Vegan,34.94,9.21,99.78
25-34,Female,West,Vegetarian,34.75,4.88,78.69
35-44,Male,Southeast,Vegetarian,24.68,6.5,34.83
55+,Female,Southwest,Vegetarian,19.28,5.67,41.15
35-44,Female,Northeast,Vegan,20.25,6.34,85.03
55+,Male,Southeast,Omnivore,20.82,9.14,83.84
18-24,Female,Northeast,Keto,30.05,6.73,68.77
35-44,Female,Midwest,Keto,35.54,6.14,88.72
45-54,Male,Midwest,Keto,23.83,9.33,56.05
25-34,Male,Northeast,Keto,17.27,4.3,39.95
35-44,Male,Southeast,Vegan,30.75,9.45,57.67
55+,Male,Northeast,Omnivore,37.14,5.31,95.71
18-24,Female,West,Vegan,36.67,4.38,44.22
35-44,Male,West,Keto,38.98,6.72,90.83
35-44,Male,Southeast,Omnivore,32.91,8.22,66.44
35-44,Female,Southwest,Vegetarian,30.47,4.73,32.71
18-24,Female,Northeast,Vegetarian,33.63,8.35,96.28
18-24,Female,Southeast,Omnivore,29.83,7.26,82.5
35-44,Male,Southwest,Vegetarian,26.99,4.88,67.25
35-44,Male,Southeast,Keto,39.46,4.46,42.57
35-44,Male,Northeast,Keto,36.72,7.28,61.68
45-54,Male,Midwest,Vegetarian,36.95,8.62,35.09
45-54,Male,Midwest,Omnivore,21.76,6.99,88.7
55+,Male,West,Vegetarian,22.72,6.07,45.47
25-34,Female,Northeast,Omnivore,36.27,9.88,92.35
35-44,Female,Southeast,Vegan,21.2,7.92,69.76
18-24,Male,West,Vegetarian,30.96,5.27,53.44
35-44,Female,Southeast,Keto,37.09,8.3,68.17
18-24,Male,West,Keto,25.13,7.55,68.72
25-34,Male,Southwest,Omnivore,21.39,6.63,57.57
25-34,Female,Southwest,Vegetarian,33.14,7.6,57.41
55+,Female,Midwest,Omnivore,35.72,5.95,57.18
45-54,Male,Northeast,Keto,17.35,6.75,72.6
35-44,Male,Southeast,Vegetarian,16.53,4.37,81.16
45-54,Female,Midwest,Omnivore,18.77,8.43,66.52
45-54,Male,West,Vegan,18.05,7.86,47.38
55+,Female,Northeast,Vegan,32.54,6.6,42.6
35-44,Female,West,Vegetarian,21.67,6.23,48.24
45-54,Male,Midwest,Vegan,32.5,5.04,93.92
45-54,Female,Southwest,Omnivore,36.57,8.9,58.95
18-24,Female,Southwest,Vegetarian,39.77,6.06,53.23
18-24,Male,Southwest,Keto,38.63,4.19,38.22
25-34,Female,Southeast,Vegetarian,32.51,4.35,70.21
25-34,Male,Northeast,Keto,41.58,4.67,89.77
25-34,Male,Southwest,Omnivore,38.64,9.71,76.27
25-34,Female,Southeast,Keto,38.89,9.94,63.21
25-34,Male,Northeast,Keto,22.72,7.2,96.4
55+,Female,Northeast,Vegetarian,29.39,6.57,75.32
35-44,Male,Southwest,Vegan,29.81,7.35,99.26
25-34,Female,Midwest,Omnivore,30.95,9.54,94.67
45-54,Male,West,Vegetarian,29.64,6.22,30.01
18-24,Male,Southeast,Vegan,18.62,7.02,94.01
45-54,Female,Southwest,Vegetarian,27.74,7.66,39.76
45-54,Female,Midwest,Vegetarian,31.88,6.84,48.84
18-24,Female,Midwest,Vegetarian,34.94,7.22,56.34
25-34,Female,Southeast,Omnivore,35.72,9.46,38.36
25-34,Female,Midwest,Vegan,31.59,9.95,52.38
55+,Male,Northeast,Omnivore,22.12,6.13,78.22
55+,Male,Southeast,Vegan,37.8,4.37,33.36
35-44,Male,West,Vegetarian,21.75,4.28,34.9
55+,Male,Southwest,Vegetarian,37.72,7.99,82.34
18-24,Male,Southwest,Vegan,17.66,5.15,32.7
18-24,Male,West,Vegetarian,40.83,9.74,82.72
25-34,Female,Southeast,Vegetarian,24.19,9.48,44.02
18-24,Male,Midwest,Vegan,30.64,5.62,53.08
18-24,Male,West,Omnivore,33.79,9.97,99.99
35-44,Male,Midwest,Keto,26.36,4.69,67.52
18-24,Female,Northeast,Omnivore,20.02,9.48,93.48
45-54,Male,Northeast,Vegetarian,26.71,9.33,36.13
35-44,Female,Midwest,Omnivore,18.68,6.88,40.81
18-24,Female,West,Vegetarian,36.76,7.83,62.09
18-24,Female,Southwest,Vegan,19.99,6.69,39.36
55+,Female,Northeast,Keto,20.21,8.67,72.69
35-44,Male,Southwest,Vegan,22.41,6.22,39.19
35-44,Male,Northeast,Omnivore,24.33,7.93,79.39
35-44,Female,Midwest,Keto,34.66,4,54.67
25-34,Female,Midwest,Keto,30.18,7.08,53.32
25-34,Female,Southwest,Vegan,36.49,9.74,38.14
45-54,Female,Midwest,Vegan,21.84,9.94,86.31
18-24,Female,Midwest,Vegetarian,32.11,8.84,79.93
35-44,Male,Northeast,Vegetarian,32.57,5.77,32.22
35-44,Male,Southwest,Vegan,21.92,6.26,49.81
18-24,Female,West,Omnivore,16.7,8.58,78.9
25-34,Male,Northeast,Vegan,32.05,8.75,36.11
55+,Male,West,Omnivore,19.82,6.64,82.7
35-44,Female,Northeast,Vegetarian,29.67,8.7,62.1
45-54,Male,West,Omnivore,25.7,8.95,43.41
25-34,Male,Northeast,Keto,41.03,5.69,38.13
45-54,Female,West,Vegetarian,26.96,8.66,42.64
18-24,Female,West,Keto,34.41,7.26,41.72
25-34,Male,Midwest,Omnivore,32.96,5.21,38.15
45-54,Female,Southeast,Vegan,19.85,6.77,85.16
55+,Male,Southwest,Vegan,32.84,5.42,48.37
25-34,Female,Northeast,Omnivore,23.99,4.8,82.21
25-34,Male,Southeast,Vegetarian,41.68,4.85,40.64
45-54,Male,Northeast,Vegan,36.58,4.78,57.86
55+,Male,Southwest,Keto,34.76,6.46,92.96
25-34,Male,Midwest,Keto,39.58,8.26,35.33
18-24,Male,Midwest,Omnivore,32.33,5.81,90.4
35-44,Male,Midwest,Vegan,29.63,5.62,79.93
25-34,Male,West,Vegetarian,21.17,9.97,91.75
55+,Female,Southeast,Vegetarian,29.74,7.1,66.9
25-34,Female,Midwest,Omnivore,17.55,7.86,97.65
55+,Female,Southeast,Keto,37.62,9.04,71.22
55+,Male,Midwest,Vegan,29.51,4.03,94.9
25-34,Female,West,Vegan,27.2,4.69,30.31
55+,Female,Southeast,Omnivore,23.9,7.33,90.17
55+,Male,Midwest,Keto,30.7,8.01,65.96
35-44,Female,Northeast,Keto,16.02,9.42,66.35
18-24,Female,West,Vegan,23.48,9.36,52.09
55+,Female,Midwest,Vegetarian,29.36,5.23,98.38
35-44,Female,Southwest,Vegan,20.57,8.22,50.7
25-34,Female,Midwest,Vegan,35.68,9.41,81.11
25-34,Male,Midwest,Vegan,17.59,4.57,37.29
18-24,Male,Midwest,Omnivore,32.92,9.9,63.68
55+,Female,Southeast,Keto,33.69,7.82,69.48
55+,Female,Southeast,Omnivore,24.32,7.3,88
25-34,Female,Midwest,Vegetarian,40.52,7.28,69.94
35-44,Male,Northeast,Keto,30.34,8.77,44.16
55+,Male,Midwest,Omnivore,28.44,4.68,59.05
55+,Male,Northeast,Keto,22.63,7.98,96.41
55+,Female,Southeast,Keto,26.87,9.05,76.36
55+,Male,West,Vegan,37.36,6.09,54.11
55+,Male,Southwest,Keto,19.74,7.98,87.4
25-34,Female,West,Omnivore,16.05,4.15,36.13
55+,Female,West,Keto,26.92,9.02,82.89
25-34,Male,Northeast,Keto,37.46,9.82,48.61
55+,Female,Northeast,Omnivore,32.78,6.66,94.74
55+,Male,Midwest,Vegan,33.43,4.38,59.54
45-54,Male,Midwest,Omnivore,19.63,6.38,65.37
45-54,Male,Southeast,Vegan,25.25,5.93,49.36
45-54,Female,Northeast,Vegan,18.59,7.01,79.81
45-54,Female,Midwest,Vegetarian,29.38,8.85,72.31
55+,Male,Southwest,Vegan,28.12,6.93,93.85
55+,Male,Southwest,Vegetarian,34.96,9.98,99.22
45-54,Male,Southeast,Omnivore,19.31,8.57,39.65
35-44,Female,West,Vegan,33.16,4.82,83.21
18-24,Male,West,Omnivore,27.04,7.23,90.85
35-44,Female,Midwest,Vegan,34.82,8.45,65.53
55+,Female,Northeast,Vegan,21.52,5.59,87.16
55+,Male,West,Keto,36.98,7.44,48.29
45-54,Female,Midwest,Keto,35.15,7.71,71.9
25-34,Male,Northeast,Keto,40.5,4.03,41.36
35-44,Female,West,Keto,21.87,7.37,85.76
55+,Male,West,Omnivore,32.1,8.66,87.52
55+,Female,West,Omnivore,27.2,8.63,40.91
55+,Male,Northeast,Omnivore,31.21,8.62,70.26
55+,Female,Southeast,Vegan,18.45,8.01,41.5
25-34,Male,Midwest,Vegetarian,25.98,4.63,86.93
45-54,Female,Midwest,Vegan,24.5,7.67,96.7
55+,Male,West,Vegetarian,18.14,4.94,95.63
18-24,Female,Midwest,Keto,20.9,7.68,78.41
25-34,Female,Northeast,Vegetarian,27.04,7.95,70.31
25-34,Female,Southwest,Keto,34.88,5.51,53.83
25-34,Female,Southwest,Omnivore,40.21,6.49,99.97
18-24,Female,West,Vegetarian,19.53,9.42,52.46
55+,Male,Southwest,Vegan,22.92,9.52,65.02
25-34,Male,Northeast,Omnivore,37.8,8.49,32.21
35-44,Male,Northeast,Omnivore,21.25,8.33,45.43
25-34,Male,Southeast,Vegan,34.84,9.17,91.06
45-54,Male,Southwest,Keto,35.63,8.84,87.52
18-24,Male,Northeast,Vegetarian,39.15,9.85,36.11
55+,Female,West,Vegetarian,36.64,7.59,59.68
45-54,Female,Midwest,Vegan,33.96,7.18,72.73
55+,Male,Southwest,Vegetarian,38.63,9.67,31.27
25-34,Female,Midwest,Vegan,39.78,6.31,96.11
45-54,Male,West,Keto,30.72,5.54,87.01
35-44,Female,Southwest,Keto,35.6,8.72,81.6
25-34,Female,Northeast,Vegan,27.84,8.66,55.01
25-34,Female,West,Vegan,34.77,6.75,79.38
35-44,Female,Northeast,Keto,31.98,6.63,34.71
45-54,Female,Southeast,Vegetarian,28.54,5.77,89.29
45-54,Male,West,Vegetarian,37.58,4.44,74.15
25-34,Male,Southwest,Vegan,35.16,6.83,30.97
35-44,Female,Southwest,Keto,36.66,4.79,57.11
45-54,Male,Southwest,Vegetarian,37.95,9.28,63.55
18-24,Male,Southwest,Vegan,25.99,9.86,65.74
55+,Female,Southeast,Vegan,28.92,7.06,31.9
45-54,Male,Southwest,Keto,23.22,8.81,80.21
18-24,Male,Northeast,Omnivore,19.7,6.8,50.32
18-24,Male,Southeast,Keto,41.56,4.95,52.31
35-44,Male,Midwest,Keto,24.71,7.74,55.12
18-24,Male,Midwest,Keto,25.86,5.62,48.73
55+,Male,Northeast,Omnivore,36.66,9.88,59.26
45-54,Female,Northeast,Omnivore,27.23,6.52,40.91
45-54,Female,Southwest,Vegetarian,20.12,7.72,93.94
25-34,Female,Southwest,Keto,27.61,6.38,62.67
45-54,Female,Midwest,Vegan,23.42,10,87.49
55+,Male,Midwest,Keto,27.88,6.68,77.45
35-44,Male,Midwest,Keto,16.56,8.76,99.27
35-44,Male,Southeast,Keto,25.53,4.05,51.24
25-34,Male,Midwest,Vegetarian,41.9,6.32,89.88
55+,Male,Northeast,Keto,33.35,5.82,36.13
35-44,Female,Southwest,Omnivore,16.77,5.49,75.7
45-54,Male,Southwest,Vegetarian,18.08,5.22,50.66
55+,Male,Midwest,Vegetarian,38.55,4.1,94.11
25-34,Male,Southeast,Vegetarian,28.15,8.03,62.84
35-44,Male,Southeast,Vegan,34.15,8.5,42.46
25-34,Female,Midwest,Vegan,19.96,9.42,72.57
45-54,Female,Southwest,Omnivore,41.06,5.47,70.61
55+,Male,Southeast,Vegetarian,38.6,8.25,87.28
35-44,Male,Southeast,Vegan,35.97,7.75,99.37
45-54,Female,Northeast,Vegetarian,41.28,5.8,41.07
35-44,Male,West,Vegan,30.55,4.07,38.6
25-34,Male,Northeast,Vegetarian,21.22,5.64,59.65
45-54,Male,Southwest,Keto,32.63,8.96,97.24
45-54,Male,West,Omnivore,20.18,7.55,52.08
18-24,Female,Midwest,Vegetarian,34.85,8.29,68.14
45-54,Male,Midwest,Vegan,27.21,4.8,31.41
35-44,Male,West,Omnivore,20.93,7.61,89.49
45-54,Female,Southwest,Keto,27.79,6.13,54.14
55+,Female,Northeast,Vegan,33.05,6,71.97
35-44,Female,Northeast,Omnivore,29.75,7.28,41.15
45-54,Male,Midwest,Vegetarian,35.86,5.56,91.68
35-44,Male,Northeast,Omnivore,38.39,9.59,61.78
18-24,Male,West,Vegetarian,27.73,4.37,30.64
55+,Male,Southeast,Keto,38.03,5.51,59.11
35-44,Female,Southeast,Vegetarian,38.89,9.93,43.85
25-34,Male,Midwest,Keto,22.02,9.98,78.99
45-54,Male,Northeast,Keto,19,4.4,82.51
35-44,Female,Southeast,Omnivore,28.6,9.61,93.88
45-54,Female,West,Vegetarian,35.92,9.33,77.27
18-24,Male,West,Keto,32,5.53,46.69
25-34,Female,Southwest,Vegetarian,24.33,7.82,51.82
45-54,Male,Midwest,Vegetarian,32.95,7.42,34.99
25-34,Female,Midwest,Vegetarian,25.16,6.02,51.9
35-44,Female,Midwest,Vegetarian,35.95,8.44,37.86
18-24,Male,Southwest,Vegetarian,22.91,4.5,42.3
25-34,Female,West,Omnivore,18.85,9.83,60.18
45-54,Female,Northeast,Vegetarian,31.75,6.79,54.26
18-24,Male,Northeast,Keto,36.21,6.64,55.02
18-24,Male,West,Omnivore,27.61,4.75,75.26
35-44,Female,Southeast,Vegan,23.5,8.76,70.31
25-34,Male,Northeast,Vegan,34.61,8.88,32.82
35-44,Male,Southeast,Vegetarian,41.02,5.31,54.48
55+,Female,Southwest,Vegetarian,31.97,4.48,89
55+,Male,Southwest,Keto,31.89,4.66,79.09
45-54,Male,Midwest,Omnivore,17.63,4.58,51.07
18-24,Female,West,Keto,41.3,7.15,45.76
35-44,Male,Southeast,Vegan,39.73,5.18,99.25
18-24,Male,Midwest,Vegetarian,31.55,6.27,91.19
18-24,Female,Northeast,Omnivore,33.81,8,61.84
25-34,Female,West,Vegetarian,20.97,8.38,53.45
25-34,Female,Midwest,Keto,18.63,5.94,48.47
35-44,Female,Southwest,Keto,33.58,7.28,87.03
35-44,Female,Southwest,Keto,20.72,8.19,77.87
35-44,Female,West,Vegan,39.42,6.33,83.63
35-44,Male,Southeast,Omnivore,33.28,8.87,35.35
18-24,Male,Northeast,Vegetarian,26.18,5.63,80.61
55+,Female,Northeast,Vegetarian,23.24,6.33,51.74
25-34,Female,Southwest,Keto,16.8,6.37,65.81
55+,Female,Northeast,Vegetarian,35.92,5.01,54.24
25-34,Male,West,Omnivore,32.4,5.13,72.98
25-34,Male,Southeast,Omnivore,25.24,4.73,69.49
35-44,Male,Southwest,Omnivore,19.84,7.01,34.83
45-54,Female,Southwest,Vegan,37.87,5.4,70.31
45-54,Female,Southeast,Keto,21.01,7.76,67.17
45-54,Male,Northeast,Omnivore,19.9,7.85,58.89
45-54,Male,Midwest,Keto,40.28,7.72,67.95
25-34,Female,Southwest,Omnivore,22.67,7.74,73.71
25-34,Female,Southwest,Keto,16,6.55,43.79
35-44,Female,Southwest,Vegan,31.97,4.37,33.24
25-34,Male,Northeast,Vegan,20.27,7.88,48.1
45-54,Female,Midwest,Vegetarian,16.18,6.83,48.58
25-34,Female,Southwest,Keto,22.7,5.21,96.11
55+,Female,West,Omnivore,26.53,6.9,77.39
35-44,Female,Southwest,Vegetarian,41.43,5.78,77.8
45-54,Female,Southeast,Keto,17.06,9.29,91.38
25-34,Male,West,Vegan,40.3,4.39,60.58
45-54,Male,Midwest,Vegetarian,26.09,9.52,74.18
55+,Male,Southwest,Omnivore,41.51,9.86,50.51
